"","subj","experiment.x","action","yesno","age.at.study","age.at.survey","prop.lower","prop.higher","avg.lower","avg.higher","exp","agegroup","looking.to.unexp","LTdiff","age","category","monthsPerformed","yesnoAtStudy"
"700","49","MR13","points","yes",12.86666667,12.9,0.178016726,0.821983274,5.066,23.392,"MR","13",0.821983274,18.326,10,"social",2.86666667,"1"
"701","50","MR10","points","yes",10.2,10.8,0.239370079,0.760629921,5.168,16.422,"MR","10",0.760629921,11.254,9,"social",1.2,"1"
"702","51","MR13","points","yes",12.66666667,12.9,0.43060355,0.56939645,25.67,33.944,"MR","13",0.56939645,8.274,11.5,"social",1.16666667,"1"
"703","52","MR10","points","no",9.533333333,9.5,0.609964413,0.390035587,14.569,9.316,"MR","10",0.390035587,-5.253,3.5,"social",6.0333,"0"
"704","53","MR13","points","yes",13.06666667,13.1,0.558149919,0.441850081,60,47.498,"MR","13",0.441850081,-12.502,6,"social",7.06666667,"1"
"705","54","MR10","points","no",10.46666667,10.5,0.44750496,0.55249504,29.325,36.205,"MR","10",0.55249504,6.88,4.75,"social",5.73333333,"0"
"706","55","MR10","points","yes",9.566666667,9.6,0.554878049,0.445121951,12.376,9.928,"MR","10",0.445121951,-2.448,6.5,"social",3.066666667,"1"
"707","56","MR10","points","yes",10.3,10.3,0.445301543,0.554698457,10.795,13.447,"MR","10",0.554698457,2.652,9.5,"social",0.800000000000001,"1"
"708","57","MR10","points","yes",10.4,10.3,0.690690691,0.309309309,19.55,8.755,"MR","10",0.309309309,-10.795,9.5,"social",0.9,"1"
"709","58","MR10","points","no",10.33333333,10.3,0.512152778,0.487847222,30.09,28.662,"MR","10",0.487847222,-1.428,6,"social",4.33333333,"0"
"710","59","MR10","points","no",9.866666667,9.9,0.645784996,0.354215004,14.195,7.786,"MR","10",0.354215004,-6.409,9.5,"social",0.366666667000001,"0"
"711","60","MR10","points","yes",10.06666667,10.1,0.419681621,0.580318379,14.79,20.451,"MR","10",0.580318379,5.661,9,"social",1.06666667,"1"
"712","61",NA,"points","yes",NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,9.5,"social",NA,NA
"713","62",NA,"points","yes",NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,10,"social",NA,NA
"714","63",NA,"points","yes",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,11,"social",NA,NA
"715","64",NA,"points","yes",NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,11,"social",NA,NA
"716","65",NA,"points","yes",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,"social",NA,NA
"717","66",NA,"points","no",NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"social",NA,NA
"718","69","RISK10","points","yes",10.2667,22.1,0.62819482,0.37180518,19.54,11.57,"RISK","10",0.62819482,7.97,NA,"social",NA,NA
"719","70","RISK10","points","yes",10.3667,22.5,0.62828536,0.37171464,10.04,5.94,"RISK","10",0.62828536,4.1,12,"social",-1.6333,"0"
"720","72","RISK10","points","yes",10.5333,22.3,0.48476229,0.51523771,11.93,12.68,"RISK","10",0.48476229,-0.75,7.5,"social",3.0333,"1"
"721","73","RISK10","points","yes",10.0667,21.2,0.56094151,0.43905849,24.07,18.84,"RISK","10",0.56094151,5.23,12,"social",-1.9333,"0"
"722","74","RISK10","points","yes",9.7667,20.9,0.67677913,0.32322087,23.87,11.4,"RISK","10",0.67677913,12.47,11,"social",-1.2333,"0"
"723","77","RISK10","points","yes",10.6333,22.6,0.52951144,0.47048856,9.38,8.33,"RISK","10",0.52951144,1.05,10,"social",0.6333,"1"
"724","78","RISK10","points","yes",10.0667,20.3,0.39440449,0.60559551,22.49,34.53,"RISK","10",0.39440449,-12.04,12,"social",-1.9333,"0"
"725","81","RISK10","points","yes",10.2333,20.4,0.61828069,0.38171931,14.78,9.13,"RISK","10",0.61828069,5.65,6,"social",4.2333,"1"
"726","82","RISK10","points","yes",9.6,20.3,0.60326531,0.39673469,11.09,7.29,"RISK","10",0.60326531,3.8,12,"social",-2.4,"0"
"727","87","RISK10","points","yes",9.6333,20.2,0.75194565,0.24805435,30.44,10.04,"RISK","10",0.75194565,20.4,11,"social",-1.3667,"0"
"728","88","RISK10","points","yes",10.4667,20.5,0.55365517,0.44634483,20.07,16.18,"RISK","10",0.55365517,3.89,9,"social",1.4667,"1"
"729","91","RISK10","points","yes",10.233,19.2,0.19541328,0.80458672,4.09,16.84,"RISK","10",0.19541328,-12.75,14,"social",-3.767,"0"
"730","92","RISK10","points","yes",10.0333,21.6,0.54316912,0.45683088,21.39,17.99,"RISK","10",0.54316912,3.4,14,"social",-3.9667,"0"
"731","93","RISK10","points","yes",10.3,19.2,0.54578474,0.45421526,14.28,11.88,"RISK","10",0.54578474,2.4,14.4,"social",-4.1,"0"
"732","94","RISK10","points","yes",9.7333,18,0.40696943,0.59303057,16.18,23.57,"RISK","10",0.40696943,-7.39,12,"social",-2.2667,"0"
"733","96","RISK10","points","yes",10.4,22.7,0.40508744,0.59491256,6.37,9.36,"RISK","10",0.40508744,-2.99,NA,"social",NA,NA
"734","97","RISK10","points","yes",9.8333,18.8,0.53763099,0.46236901,42.33,36.4,"RISK","10",0.53763099,5.93,12,"social",-2.1667,"0"
"735","98","RISK10","points","",10.5667,18.9,0.66953077,0.33046923,60,29.62,"RISK","10",0.66953077,30.38,14,"social",-3.4333,"0"
"736","100","RISK13","points","yes",13.4,33.7,0.63946188,0.36053812,14.26,8.04,"RISK","13",0.63946188,6.22,5.4,"social",8,"1"
"737","103","RISK13","points","yes",13.2,31.1,0.51927096,0.48072904,21.88,21.51,"RISK","13",0.51927096,0.369999999999997,14,"social",-0.800000000000001,"0"
"738","104","RISK13","points","yes",12.633,30.1,0.53881823,0.46118177,41.62,37.55,"RISK","13",0.53881823,4.07,6,"social",6.633,"1"
"739","105","RISK13","points","yes",12.6,30.2,0.59842533,0.40157467,14.99,8.53,"RISK","13",0.59842533,6.46,7,"social",5.6,"1"
"740","110","RISK13","points","yes",13.467,31.6,0.55009065,0.44990936,15.71,14.84,"RISK","13",0.55009065,0.870000000000001,10,"social",3.467,"1"
"741","111","RISK13","points","yes",13.233,28.9,0.33967572,0.66032428,15.62,27.81,"RISK","13",0.33967572,-12.19,8,"social",5.233,"1"
"742","112","RISK13","points","yes",12.767,30.2,0.56444819,0.43555181,13.4,10.34,"RISK","13",0.56444819,3.06,7,"social",5.767,"1"
"743","113","RISK13","points","yes",12.767,30.2,0.66573816,0.33426184,14.34,7.2,"RISK","13",0.66573816,7.14,11,"social",1.767,"1"
"744","115","RISK13","points","yes",12.567,31.7,0.52432725,0.47567275,36.59,39.02,"RISK","13",0.52432725,-2.43,NA,"social",NA,NA
"745","116","RISK13","points","yes",13.1,31.3,0.37291402,0.62708598,22.45,42.66,"RISK","13",0.37291402,-20.21,NA,"social",NA,NA
"746","117","RISK13","points","yes",12.767,30.1,0.46805528,0.53194472,12.24,13.16,"RISK","13",0.46805528,-0.92,NA,"social",NA,NA
"747","122","RISK13","points","yes",13.067,31,0.70845838,0.29154162,23.71,8.54,"RISK","13",0.70845838,15.17,NA,"social",NA,NA
"748","123","RISK13","points","yes",12.933,30,0.64370569,0.35629431,52.59,35.96,"RISK","13",0.64370569,16.63,6,"social",6.933,"1"
"749","125","RISK13","points","yes",13.133,31.8,0.61721353,0.38278647,22.62,11.03,"RISK","13",0.61721353,11.59,NA,"social",NA,NA
"750","127","RISK13","points","yes",12.967,30.2,0.36904926,0.63095074,31.44,49.11,"RISK","13",0.36904926,-17.67,12,"social",0.967000000000001,"1"
"751","129","RISK13","points","yes",12.633,32.2,0.38301045,0.61698955,14.91,24.36,"RISK","13",0.38301045,-9.45,12,"social",0.632999999999999,"1"
"752","130","RISK13","points","yes",13,30.2,0.497116,0.502884,23.27,23.54,"RISK","13",0.497116,-0.27,10,"social",3,"1"
"753","1","MR10","pullstand","yes",10.06666667,13.5,0.47197043,0.52802957,53.63,60,"MR","10",0.52802957,6.37,8.5,"selflocomotion",1.56666667,"1"
"754","2","MR13","pullstand","yes",12.93333333,17.5,0.4658405,0.5341595,52.326,60,"MR","13",0.5341595,7.674,6.5,"selflocomotion",6.43333333,"1"
"755","3","MR10","pullstand","yes",10.06666667,13.2,0.814995563,0.185004437,31.229,7.089,"MR","10",0.185004437,-24.14,10.5,"selflocomotion",-0.43333333,"0"
"756","4","MR13","pullstand","yes",12.7,13.8,0.46488482,0.53511518,10.7665,12.393,"MR","13",0.53511518,1.6265,11,"selflocomotion",1.7,"1"
"757","5","MR13","pullstand","yes",13.5,15.3,0.523095624,0.476904376,21.947,20.009,"MR","13",0.476904376,-1.938,9,"selflocomotion",4.5,"1"
"758","6","MR13","pullstand","yes",13.1,14.5,0.487272727,0.512727273,22.78,23.97,"MR","13",0.512727273,1.19,10,"selflocomotion",3.1,"1"
"759","7","MR13","pullstand","yes",12.7,14.5,0.494,0.506,16.796,17.204,"MR","13",0.506,0.408000000000001,12,"selflocomotion",0.699999999999999,"1"
"760","8","MR13","pullstand","yes",12.96666667,15,0.315642661,0.684357339,18.071,39.18045,"MR","13",0.684357339,21.10945,9.5,"selflocomotion",3.46666667,"1"
"761","10","MR13","pullstand","yes",13.1,14.8,0.441306267,0.558693733,8.5,10.761,"MR","13",0.558693733,2.261,10,"selflocomotion",3.1,"1"
"762","13","MR10","pullstand","yes",10.06666667,14,0.429761905,0.570238095,12.274,16.286,"MR","10",0.570238095,4.012,10.5,"selflocomotion",-0.43333333,"0"
"763","14","MR13","pullstand","yes",12.83333333,14,0.5,0.5,60,60,"MR","13",0.5,0,10,"selflocomotion",2.83333333,"1"
"764","15","MR10","pullstand","yes",9.8,12.2,0.157411669,0.842588331,5.814,31.121,"MR","10",0.842588331,25.307,6,"selflocomotion",3.8,"1"
"765","18","MR10","pullstand","yes",9.666666667,10.7,0.370714286,0.629285714,8.823,14.977,"MR","10",0.629285714,6.154,9,"selflocomotion",0.666666666999999,"1"
"766","19","MR10","pullstand","yes",10.3,12.6,0.5,0.5,60,60,"MR","10",0.5,0,11,"selflocomotion",-0.699999999999999,"0"
"767","21","MR10","pullstand","yes",9.466666667,10.6,0.481642994,0.518357006,46.388,49.924,"MR","10",0.518357006,3.536,9.5,"selflocomotion",-0.0333333329999999,"0"
"768","22","MR10","pullstand","yes",9.466666667,9.5,0.510416667,0.489583333,6.664,6.392,"MR","10",0.489583333,-0.271999999999999,10,"selflocomotion",-0.533333333,"1"
"769","23","MR13","pullstand","yes",12.73333333,12.7,0.381055489,0.618944511,24.99,40.591,"MR","13",0.618944511,15.601,7,"selflocomotion",5.73333333,"1"
"770","25","MR13","pullstand","yes",12.56666667,12.6,0.603160667,0.396839333,11.679,7.684,"MR","13",0.396839333,-3.995,8,"selflocomotion",4.56666667,"1"
"771","26","MR13","pullstand","yes",12.56666667,12.6,0.449341439,0.550658561,15.079,18.479,"MR","13",0.550658561,3.4,6.2,"selflocomotion",6.4,"1"
"772","27","MR13","pullstand","yes",13,13,0.476331361,0.523668639,10.948,12.036,"MR","13",0.523668639,1.088,10.5,"selflocomotion",2.5,"1"
"773","28","MR10","pullstand","yes",10.26666667,12.7,0.352201258,0.647798742,7.616,14.008,"MR","10",0.647798742,6.392,7,"selflocomotion",3.26666667,"1"
"774","29","MR10","pullstand","yes",9.8,9.8,0.407671722,0.592328278,7.769,11.288,"MR","10",0.592328278,3.519,9,"selflocomotion",0.800000000000001,"1"
"775","30","MR10","pullstand","no",9.566666667,10.5,0.308854385,0.691145615,12.512,27.999,"MR","10",0.691145615,15.487,NA,"selflocomotion",NA,NA
"776","31","MR13","pullstand","yes",13,13,0.309934563,0.690065437,8.857,19.72,"MR","13",0.690065437,10.863,11,"selflocomotion",2,"1"
"777","32","MR13","pullstand","yes",13.4,13.4,0.642971795,0.357028205,47.668,26.469,"MR","13",0.357028205,-21.199,10,"selflocomotion",3.4,"1"
"778","33","MR10","pullstand","no",9.966666667,10,0.253170335,0.746829665,17.748,52.355,"MR","10",0.746829665,34.607,1,"selflocomotion",8.767,"0"
"779","34","MR10","pullstand","yes",9.7,9.7,0.548733691,0.451266309,12.155,9.996,"MR","10",0.451266309,-2.159,9,"selflocomotion",0.699999999999999,"1"
"780","35","MR10","pullstand","yes",10.06666667,10.1,0.522017045,0.477982955,12.495,11.441,"MR","10",0.477982955,-1.054,9,"selflocomotion",1.06666667,"1"
"781","36","MR10","pullstand","yes",8.966666667,9.6,0.207333333,0.792666667,10.574,40.426,"MR","10",0.792666667,29.852,8.5,"selflocomotion",0.466666667,"1"
"782","37","MR13","pullstand","yes",12.86666667,12.9,0.241610738,0.758389262,7.344,23.052,"MR","13",0.758389262,15.708,10.5,"selflocomotion",2.36666667,"1"
"783","38","MR13","pullstand","yes",12.66666667,14.5,0.420596728,0.579403272,14.858,20.468,"MR","13",0.579403272,5.61,8,"selflocomotion",4.66666667,"1"
"784","39","MR10","pullstand","no",9.933333333,9.9,0.466238693,0.533761307,39.945,45.73,"MR","10",0.533761307,5.785,9.5,"selflocomotion",0.43333333,"0"
"785","40","MR10","pullstand","yes",9.866666667,9.9,0.557995495,0.442004505,16.847,13.345,"MR","10",0.442004505,-3.502,8.4,"selflocomotion",1.46666667,"1"
"786","41","MR10","pullstand","yes",9.833333333,9.8,0.567712171,0.432287829,35.44,26.986,"MR","10",0.432287829,-8.454,8,"selflocomotion",1.833333333,"1"
"787","42","MR13","pullstand","yes",12.66666667,12.7,0.552287582,0.447712418,25.857,20.961,"MR","13",0.447712418,-4.896,10,"selflocomotion",2.66666667,"1"
"788","43","MR13","pullstand","yes",13.43333333,13.4,0.453084648,0.546915352,26.843,32.402,"MR","13",0.546915352,5.559,9,"selflocomotion",4.43333333,"1"
"789","44","MR13","pullstand","yes",12.76666667,12.8,0.407035176,0.592964824,17.901,26.078,"MR","13",0.592964824,8.177,8,"selflocomotion",4.76666667,"1"
"790","45","MR13","pullstand","yes",12.63333333,12.6,0.589928058,0.410071942,19.516,13.566,"MR","13",0.410071942,-5.95,10.5,"selflocomotion",2.13333333,"1"
"791","46","MR13","pullstand","yes",12.86666667,12.9,0.189333333,0.810666667,7.242,31.008,"MR","13",0.810666667,23.766,8,"selflocomotion",4.86666667,"1"
"792","47","MR13","pullstand","yes",12.53333333,12.5,0.484787018,0.515212982,8.126,8.636,"MR","13",0.515212982,0.51,11,"selflocomotion",1.53333333,"1"
"793","48","MR10","pullstand","yes",10.33333333,10.4,0.416793121,0.583206879,28.016,39.202,"MR","10",0.583206879,11.186,7,"selflocomotion",3.33333333,"1"
"794","49","MR13","pullstand","yes",12.86666667,12.9,0.178016726,0.821983274,5.066,23.392,"MR","13",0.821983274,18.326,7,"selflocomotion",5.86666667,"1"
"795","50","MR10","pullstand","yes",10.2,10.8,0.239370079,0.760629921,5.168,16.422,"MR","10",0.760629921,11.254,9,"selflocomotion",1.2,"1"
"796","51","MR13","pullstand","yes",12.66666667,12.9,0.43060355,0.56939645,25.67,33.944,"MR","13",0.56939645,8.274,8.5,"selflocomotion",4.16666667,"1"
"797","52","MR10","pullstand","no",9.533333333,9.5,0.609964413,0.390035587,14.569,9.316,"MR","10",0.390035587,-5.253,8.4,"selflocomotion",1.13333333,"0"
"798","53","MR13","pullstand","yes",13.06666667,13.1,0.558149919,0.441850081,60,47.498,"MR","13",0.441850081,-12.502,8,"selflocomotion",5.06666667,"1"
"799","54","MR10","pullstand","yes",10.46666667,10.5,0.44750496,0.55249504,29.325,36.205,"MR","10",0.55249504,6.88,8.5,"selflocomotion",1.96666667,"1"
"800","55","MR10","pullstand","yes",9.566666667,9.6,0.554878049,0.445121951,12.376,9.928,"MR","10",0.445121951,-2.448,6.25,"selflocomotion",3.316666667,"1"
"801","56","MR10","pullstand","no",10.3,10.3,0.445301543,0.554698457,10.795,13.447,"MR","10",0.554698457,2.652,12,"selflocomotion",-1.7,"0"
"802","57","MR10","pullstand","no",10.4,10.3,0.690690691,0.309309309,19.55,8.755,"MR","10",0.309309309,-10.795,8,"selflocomotion",2.4,"0"
"803","58","MR10","pullstand","yes",10.33333333,10.3,0.512152778,0.487847222,30.09,28.662,"MR","10",0.487847222,-1.428,9.5,"selflocomotion",0.83333333,"1"
"804","59","MR10","pullstand","no",9.866666667,9.9,0.645784996,0.354215004,14.195,7.786,"MR","10",0.354215004,-6.409,5,"selflocomotion",4.86666667,"0"
"805","60","MR10","pullstand","yes",10.06666667,10.1,0.419681621,0.580318379,14.79,20.451,"MR","10",0.580318379,5.661,7.5,"selflocomotion",2.56666667,"1"
"806","61",NA,"pullstand","yes",NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,6,"selflocomotion",NA,NA
"807","62",NA,"pullstand","yes",NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,7,"selflocomotion",NA,NA
"808","63",NA,"pullstand","yes",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,7,"selflocomotion",NA,NA
"809","64",NA,"pullstand","yes",NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,8,"selflocomotion",NA,NA
"810","65",NA,"pullstand","yes",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,7.5,"selflocomotion",NA,NA
"811","66",NA,"pullstand","yes",NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,7.25,"selflocomotion",NA,NA
"812","69","RISK10","pullstand","yes",10.2667,22.1,0.62819482,0.37180518,19.54,11.57,"RISK","10",0.62819482,7.97,9.5,"selflocomotion",0.7667,"1"
"813","70","RISK10","pullstand","yes",10.3667,22.5,0.62828536,0.37171464,10.04,5.94,"RISK","10",0.62828536,4.1,8,"selflocomotion",2.3667,"1"
"814","72","RISK10","pullstand","yes",10.5333,22.3,0.48476229,0.51523771,11.93,12.68,"RISK","10",0.48476229,-0.75,6.2,"selflocomotion",4.3333,"1"
"815","73","RISK10","pullstand","yes",10.0667,21.2,0.56094151,0.43905849,24.07,18.84,"RISK","10",0.56094151,5.23,10,"selflocomotion",0.0667000000000009,"1"
"816","74","RISK10","pullstand","yes",9.7667,20.9,0.67677913,0.32322087,23.87,11.4,"RISK","10",0.67677913,12.47,6.5,"selflocomotion",3.2667,"1"
"817","77","RISK10","pullstand","yes",10.6333,22.6,0.52951144,0.47048856,9.38,8.33,"RISK","10",0.52951144,1.05,9.25,"selflocomotion",1.3833,"1"
"818","78","RISK10","pullstand","",10.0667,20.3,0.39440449,0.60559551,22.49,34.53,"RISK","10",0.39440449,-12.04,NA,"selflocomotion",NA,NA
"819","81","RISK10","pullstand","yes",10.2333,20.4,0.61828069,0.38171931,14.78,9.13,"RISK","10",0.61828069,5.65,10,"selflocomotion",0.2333,"1"
"820","82","RISK10","pullstand","yes",9.6,20.3,0.60326531,0.39673469,11.09,7.29,"RISK","10",0.60326531,3.8,8,"selflocomotion",1.6,"1"
"821","87","RISK10","pullstand","yes",9.6333,20.2,0.75194565,0.24805435,30.44,10.04,"RISK","10",0.75194565,20.4,10,"selflocomotion",-0.3667,"0"
"822","88","RISK10","pullstand","yes",10.4667,20.5,0.55365517,0.44634483,20.07,16.18,"RISK","10",0.55365517,3.89,10,"selflocomotion",0.466699999999999,"1"
"823","91","RISK10","pullstand","yes",10.233,19.2,0.19541328,0.80458672,4.09,16.84,"RISK","10",0.19541328,-12.75,11.2,"selflocomotion",-0.966999999999999,"0"
"824","92","RISK10","pullstand","yes",10.0333,21.6,0.54316912,0.45683088,21.39,17.99,"RISK","10",0.54316912,3.4,10,"selflocomotion",0.0333000000000006,"1"
"825","93","RISK10","pullstand","yes",10.3,19.2,0.54578474,0.45421526,14.28,11.88,"RISK","10",0.54578474,2.4,13.2,"selflocomotion",-2.9,"0"
"826","94","RISK10","pullstand","yes",9.7333,18,0.40696943,0.59303057,16.18,23.57,"RISK","10",0.40696943,-7.39,9,"selflocomotion",0.7333,"1"
"827","96","RISK10","pullstand","yes",10.4,22.7,0.40508744,0.59491256,6.37,9.36,"RISK","10",0.40508744,-2.99,12,"selflocomotion",-1.6,"0"
"828","97","RISK10","pullstand","yes",9.8333,18.8,0.53763099,0.46236901,42.33,36.4,"RISK","10",0.53763099,5.93,9,"selflocomotion",0.833299999999999,"1"
"829","98","RISK10","pullstand","yes",10.5667,18.9,0.66953077,0.33046923,60,29.62,"RISK","10",0.66953077,30.38,7,"selflocomotion",3.5667,"1"
"830","100","RISK13","pullstand","yes",13.4,33.7,0.63946188,0.36053812,14.26,8.04,"RISK","13",0.63946188,6.22,8.4,"selflocomotion",5,"1"
"831","103","RISK13","pullstand","yes",13.2,31.1,0.51927096,0.48072904,21.88,21.51,"RISK","13",0.51927096,0.369999999999997,10,"selflocomotion",3.2,"1"
"832","104","RISK13","pullstand","yes",12.633,30.1,0.53881823,0.46118177,41.62,37.55,"RISK","13",0.53881823,4.07,11,"selflocomotion",1.633,"1"
"833","105","RISK13","pullstand","yes",12.6,30.2,0.59842533,0.40157467,14.99,8.53,"RISK","13",0.59842533,6.46,11,"selflocomotion",1.6,"1"
"834","110","RISK13","pullstand","yes",13.467,31.6,0.55009065,0.44990936,15.71,14.84,"RISK","13",0.55009065,0.870000000000001,10,"selflocomotion",3.467,"1"
"835","111","RISK13","pullstand","yes",13.233,28.9,0.33967572,0.66032428,15.62,27.81,"RISK","13",0.33967572,-12.19,7,"selflocomotion",6.233,"1"
"836","112","RISK13","pullstand","yes",12.767,30.2,0.56444819,0.43555181,13.4,10.34,"RISK","13",0.56444819,3.06,10,"selflocomotion",2.767,"1"
"837","113","RISK13","pullstand","yes",12.767,30.2,0.66573816,0.33426184,14.34,7.2,"RISK","13",0.66573816,7.14,8,"selflocomotion",4.767,"1"
"838","115","RISK13","pullstand","yes",12.567,31.7,0.52432725,0.47567275,36.59,39.02,"RISK","13",0.52432725,-2.43,10,"selflocomotion",2.567,"1"
"839","116","RISK13","pullstand","yes",13.1,31.3,0.37291402,0.62708598,22.45,42.66,"RISK","13",0.37291402,-20.21,7.75,"selflocomotion",5.35,"1"
"840","117","RISK13","pullstand","yes",12.767,30.1,0.46805528,0.53194472,12.24,13.16,"RISK","13",0.46805528,-0.92,10,"selflocomotion",2.767,"1"
"841","122","RISK13","pullstand","yes",13.067,31,0.70845838,0.29154162,23.71,8.54,"RISK","13",0.70845838,15.17,7,"selflocomotion",6.067,"1"
"842","123","RISK13","pullstand","yes",12.933,30,0.64370569,0.35629431,52.59,35.96,"RISK","13",0.64370569,16.63,9,"selflocomotion",3.933,"1"
"843","125","RISK13","pullstand","yes",13.133,31.8,0.61721353,0.38278647,22.62,11.03,"RISK","13",0.61721353,11.59,7,"selflocomotion",6.133,"1"
"844","127","RISK13","pullstand","yes",12.967,30.2,0.36904926,0.63095074,31.44,49.11,"RISK","13",0.36904926,-17.67,10,"selflocomotion",2.967,"1"
"845","129","RISK13","pullstand","yes",12.633,32.2,0.38301045,0.61698955,14.91,24.36,"RISK","13",0.38301045,-9.45,10,"selflocomotion",2.633,"1"
"846","130","RISK13","pullstand","yes",13,30.2,0.497116,0.502884,23.27,23.54,"RISK","13",0.497116,-0.27,8,"selflocomotion",5,"1"
"847","1","MR10","pincer","yes",10.06666667,13.5,0.47197043,0.52802957,53.63,60,"MR","10",0.52802957,6.37,NA,"objectdirected",NA,NA
"848","2","MR13","pincer","yes",12.93333333,17.5,0.4658405,0.5341595,52.326,60,"MR","13",0.5341595,7.674,9,"objectdirected",3.93333333,"1"
"849","3","MR10","pincer","yes",10.06666667,13.2,0.814995563,0.185004437,31.229,7.089,"MR","10",0.185004437,-24.14,NA,"objectdirected",NA,NA
"850","4","MR13","pincer","yes",12.7,13.8,0.46488482,0.53511518,10.7665,12.393,"MR","13",0.53511518,1.6265,8,"objectdirected",4.7,"1"
"851","5","MR13","pincer","yes",13.5,15.3,0.523095624,0.476904376,21.947,20.009,"MR","13",0.476904376,-1.938,7,"objectdirected",6.5,"1"
"852","6","MR13","pincer","yes",13.1,14.5,0.487272727,0.512727273,22.78,23.97,"MR","13",0.512727273,1.19,NA,"objectdirected",NA,NA
"853","7","MR13","pincer","yes",12.7,14.5,0.494,0.506,16.796,17.204,"MR","13",0.506,0.408000000000001,6,"objectdirected",6.7,"1"
"854","8","MR13","pincer","",12.96666667,15,0.315642661,0.684357339,18.071,39.18045,"MR","13",0.684357339,21.10945,NA,"objectdirected",NA,NA
"855","10","MR13","pincer","yes",13.1,14.8,0.441306267,0.558693733,8.5,10.761,"MR","13",0.558693733,2.261,10,"objectdirected",3.1,"1"
"856","13","MR10","pincer","yes",10.06666667,14,0.429761905,0.570238095,12.274,16.286,"MR","10",0.570238095,4.012,10,"objectdirected",0.06666667,"1"
"857","14","MR13","pincer","yes",12.83333333,14,0.5,0.5,60,60,"MR","13",0.5,0,6,"objectdirected",6.83333333,"1"
"858","15","MR10","pincer","yes",9.8,12.2,0.157411669,0.842588331,5.814,31.121,"MR","10",0.842588331,25.307,7,"objectdirected",2.8,"1"
"859","18","MR10","pincer","yes",9.666666667,10.7,0.370714286,0.629285714,8.823,14.977,"MR","10",0.629285714,6.154,9,"objectdirected",0.666666666999999,"1"
"860","19","MR10","pincer","yes",10.3,12.6,0.5,0.5,60,60,"MR","10",0.5,0,10,"objectdirected",0.300000000000001,"1"
"861","21","MR10","pincer","yes",9.466666667,10.6,0.481642994,0.518357006,46.388,49.924,"MR","10",0.518357006,3.536,8,"objectdirected",1.466666667,"1"
"862","22","MR10","pincer","yes",9.466666667,9.5,0.510416667,0.489583333,6.664,6.392,"MR","10",0.489583333,-0.271999999999999,9,"objectdirected",0.466666667,"1"
"863","23","MR13","pincer","yes",12.73333333,12.7,0.381055489,0.618944511,24.99,40.591,"MR","13",0.618944511,15.601,7,"objectdirected",5.73333333,"1"
"864","25","MR13","pincer","yes",12.56666667,12.6,0.603160667,0.396839333,11.679,7.684,"MR","13",0.396839333,-3.995,9,"objectdirected",3.56666667,"1"
"865","26","MR13","pincer","yes",12.56666667,12.6,0.449341439,0.550658561,15.079,18.479,"MR","13",0.550658561,3.4,10,"objectdirected",2.567,"1"
"866","27","MR13","pincer","yes",13,13,0.476331361,0.523668639,10.948,12.036,"MR","13",0.523668639,1.088,10,"objectdirected",3,"1"
"867","28","MR10","pincer","yes",10.26666667,12.7,0.352201258,0.647798742,7.616,14.008,"MR","10",0.647798742,6.392,10,"objectdirected",0.266666669999999,"1"
"868","29","MR10","pincer","yes",9.8,9.8,0.407671722,0.592328278,7.769,11.288,"MR","10",0.592328278,3.519,7,"objectdirected",2.8,"1"
"869","30","MR10","pincer","yes",9.566666667,10.5,0.308854385,0.691145615,12.512,27.999,"MR","10",0.691145615,15.487,9,"objectdirected",0.566666667,"1"
"870","31","MR13","pincer","yes",13,13,0.309934563,0.690065437,8.857,19.72,"MR","13",0.690065437,10.863,12,"objectdirected",1,"1"
"871","32","MR13","pincer","yes",13.4,13.4,0.642971795,0.357028205,47.668,26.469,"MR","13",0.357028205,-21.199,7,"objectdirected",6.4,"1"
"872","33","MR10","pincer","yes",9.966666667,10,0.253170335,0.746829665,17.748,52.355,"MR","10",0.746829665,34.607,7.5,"objectdirected",2.466666667,"1"
"873","34","MR10","pincer","yes",9.7,9.7,0.548733691,0.451266309,12.155,9.996,"MR","10",0.451266309,-2.159,8,"objectdirected",1.7,"1"
"874","35","MR10","pincer","yes",10.06666667,10.1,0.522017045,0.477982955,12.495,11.441,"MR","10",0.477982955,-1.054,5,"objectdirected",5.06666667,"1"
"875","36","MR10","pincer","no",8.966666667,9.6,0.207333333,0.792666667,10.574,40.426,"MR","10",0.792666667,29.852,NA,"objectdirected",NA,NA
"876","37","MR13","pincer","yes",12.86666667,12.9,0.241610738,0.758389262,7.344,23.052,"MR","13",0.758389262,15.708,8,"objectdirected",4.86666667,"1"
