"","subj","experiment.x","action","yesno","age.at.study","age.at.survey","prop.lower","prop.higher","avg.lower","avg.higher","exp","agegroup","looking.to.unexp","LTdiff","age","category","monthsPerformed","yesnoAtStudy"
"330","55","MR10","crawls","yes",9.566666667,9.6,0.554878049,0.445121951,12.376,9.928,"MR","10",0.445121951,-2.448,6.13,"selflocomotion",3.436666667,"1"
"331","56","MR10","crawls","yes",10.3,10.3,0.445301543,0.554698457,10.795,13.447,"MR","10",0.554698457,2.652,10,"selflocomotion",0.300000000000001,"1"
"332","57","MR10","crawls","yes",10.4,10.3,0.690690691,0.309309309,19.55,8.755,"MR","10",0.309309309,-10.795,10,"selflocomotion",0.4,"1"
"333","58","MR10","crawls","yes",10.33333333,10.3,0.512152778,0.487847222,30.09,28.662,"MR","10",0.487847222,-1.428,7.25,"selflocomotion",3.08333333,"1"
"334","59","MR10","crawls","no",9.866666667,9.9,0.645784996,0.354215004,14.195,7.786,"MR","10",0.354215004,-6.409,6.5,"selflocomotion",3.33333333,"0"
"335","60","MR10","crawls","yes",10.06666667,10.1,0.419681621,0.580318379,14.79,20.451,"MR","10",0.580318379,5.661,7,"selflocomotion",3.06666667,"1"
"336","61",NA,"crawls","yes",NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,6,"selflocomotion",NA,NA
"337","62",NA,"crawls","yes",NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,6.25,"selflocomotion",NA,NA
"338","63",NA,"crawls","yes",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,7,"selflocomotion",NA,NA
"339","64",NA,"crawls","yes",NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,8,"selflocomotion",NA,NA
"340","65",NA,"crawls","yes",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,7,"selflocomotion",NA,NA
"341","66",NA,"crawls","yes",NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,7,"selflocomotion",NA,NA
"342","69","RISK10","crawls","yes",10.2667,22.1,0.62819482,0.37180518,19.54,11.57,"RISK","10",0.62819482,7.97,9,"selflocomotion",1.2667,"1"
"343","70","RISK10","crawls","yes",10.3667,22.5,0.62828536,0.37171464,10.04,5.94,"RISK","10",0.62828536,4.1,8,"selflocomotion",2.3667,"1"
"344","72","RISK10","crawls","yes",10.5333,22.3,0.48476229,0.51523771,11.93,12.68,"RISK","10",0.48476229,-0.75,6.5,"selflocomotion",4.0333,"1"
"345","73","RISK10","crawls","yes",10.0667,21.2,0.56094151,0.43905849,24.07,18.84,"RISK","10",0.56094151,5.23,8,"selflocomotion",2.0667,"1"
"346","74","RISK10","crawls","yes",9.7667,20.9,0.67677913,0.32322087,23.87,11.4,"RISK","10",0.67677913,12.47,6,"selflocomotion",3.7667,"1"
"347","77","RISK10","crawls","yes",10.6333,22.6,0.52951144,0.47048856,9.38,8.33,"RISK","10",0.52951144,1.05,9,"selflocomotion",1.6333,"1"
"348","78","RISK10","crawls","yes",10.0667,20.3,0.39440449,0.60559551,22.49,34.53,"RISK","10",0.39440449,-12.04,10,"selflocomotion",0.0667000000000009,"1"
"349","81","RISK10","crawls","yes",10.2333,20.4,0.61828069,0.38171931,14.78,9.13,"RISK","10",0.61828069,5.65,11,"selflocomotion",-0.7667,"0"
"350","82","RISK10","crawls","yes",9.6,20.3,0.60326531,0.39673469,11.09,7.29,"RISK","10",0.60326531,3.8,8,"selflocomotion",1.6,"1"
"351","87","RISK10","crawls","yes",9.6333,20.2,0.75194565,0.24805435,30.44,10.04,"RISK","10",0.75194565,20.4,7,"selflocomotion",2.6333,"1"
"352","88","RISK10","crawls","yes",10.4667,20.5,0.55365517,0.44634483,20.07,16.18,"RISK","10",0.55365517,3.89,8,"selflocomotion",2.4667,"1"
"353","91","RISK10","crawls","yes",10.233,19.2,0.19541328,0.80458672,4.09,16.84,"RISK","10",0.19541328,-12.75,9.57,"selflocomotion",0.663,"1"
"354","92","RISK10","crawls","no",10.0333,21.6,0.54316912,0.45683088,21.39,17.99,"RISK","10",0.54316912,3.4,NA,"selflocomotion",NA,NA
"355","93","RISK10","crawls","yes",10.3,19.2,0.54578474,0.45421526,14.28,11.88,"RISK","10",0.54578474,2.4,10.8,"selflocomotion",-0.5,"0"
"356","94","RISK10","crawls","yes",9.7333,18,0.40696943,0.59303057,16.18,23.57,"RISK","10",0.40696943,-7.39,10,"selflocomotion",-0.2667,"0"
"357","96","RISK10","crawls","yes",10.4,22.7,0.40508744,0.59491256,6.37,9.36,"RISK","10",0.40508744,-2.99,NA,"selflocomotion",NA,NA
"358","97","RISK10","crawls","yes",9.8333,18.8,0.53763099,0.46236901,42.33,36.4,"RISK","10",0.53763099,5.93,9,"selflocomotion",0.833299999999999,"1"
"359","98","RISK10","crawls","yes",10.5667,18.9,0.66953077,0.33046923,60,29.62,"RISK","10",0.66953077,30.38,9,"selflocomotion",1.5667,"1"
"360","100","RISK13","crawls","yes",13.4,33.7,0.63946188,0.36053812,14.26,8.04,"RISK","13",0.63946188,6.22,8.4,"selflocomotion",5,"1"
"361","103","RISK13","crawls","yes",13.2,31.1,0.51927096,0.48072904,21.88,21.51,"RISK","13",0.51927096,0.369999999999997,8,"selflocomotion",5.2,"1"
"362","104","RISK13","crawls","yes",12.633,30.1,0.53881823,0.46118177,41.62,37.55,"RISK","13",0.53881823,4.07,10,"selflocomotion",2.633,"1"
"363","105","RISK13","crawls","yes",12.6,30.2,0.59842533,0.40157467,14.99,8.53,"RISK","13",0.59842533,6.46,8,"selflocomotion",4.6,"1"
"364","110","RISK13","crawls","yes",13.467,31.6,0.55009065,0.44990936,15.71,14.84,"RISK","13",0.55009065,0.870000000000001,7.5,"selflocomotion",5.967,"1"
"365","111","RISK13","crawls","yes",13.233,28.9,0.33967572,0.66032428,15.62,27.81,"RISK","13",0.33967572,-12.19,6.5,"selflocomotion",6.733,"1"
"366","112","RISK13","crawls","yes",12.767,30.2,0.56444819,0.43555181,13.4,10.34,"RISK","13",0.56444819,3.06,14,"selflocomotion",-1.233,"0"
"367","113","RISK13","crawls","yes",12.767,30.2,0.66573816,0.33426184,14.34,7.2,"RISK","13",0.66573816,7.14,7,"selflocomotion",5.767,"1"
"368","115","RISK13","crawls","yes",12.567,31.7,0.52432725,0.47567275,36.59,39.02,"RISK","13",0.52432725,-2.43,9,"selflocomotion",3.567,"1"
"369","116","RISK13","crawls","yes",13.1,31.3,0.37291402,0.62708598,22.45,42.66,"RISK","13",0.37291402,-20.21,10,"selflocomotion",3.1,"1"
"370","117","RISK13","crawls","yes",12.767,30.1,0.46805528,0.53194472,12.24,13.16,"RISK","13",0.46805528,-0.92,9,"selflocomotion",3.767,"1"
"371","122","RISK13","crawls","yes",13.067,31,0.70845838,0.29154162,23.71,8.54,"RISK","13",0.70845838,15.17,7,"selflocomotion",6.067,"1"
"372","123","RISK13","crawls","yes",12.933,30,0.64370569,0.35629431,52.59,35.96,"RISK","13",0.64370569,16.63,10,"selflocomotion",2.933,"1"
"373","125","RISK13","crawls","yes",13.133,31.8,0.61721353,0.38278647,22.62,11.03,"RISK","13",0.61721353,11.59,10,"selflocomotion",3.133,"1"
"374","127","RISK13","crawls","yes",12.967,30.2,0.36904926,0.63095074,31.44,49.11,"RISK","13",0.36904926,-17.67,9,"selflocomotion",3.967,"1"
"375","129","RISK13","crawls","yes",12.633,32.2,0.38301045,0.61698955,14.91,24.36,"RISK","13",0.38301045,-9.45,8,"selflocomotion",4.633,"1"
"376","130","RISK13","crawls","yes",13,30.2,0.497116,0.502884,23.27,23.54,"RISK","13",0.497116,-0.27,4,"selflocomotion",9,"1"
"377","1","MR10","handtohand","yes",10.06666667,13.5,0.47197043,0.52802957,53.63,60,"MR","10",0.52802957,6.37,10,"objectdirected",0.06666667,"1"
"378","2","MR13","handtohand","yes",12.93333333,17.5,0.4658405,0.5341595,52.326,60,"MR","13",0.5341595,7.674,6.25,"objectdirected",6.68333333,"1"
"379","3","MR10","handtohand","yes",10.06666667,13.2,0.814995563,0.185004437,31.229,7.089,"MR","10",0.185004437,-24.14,NA,"objectdirected",NA,NA
"380","4","MR13","handtohand","yes",12.7,13.8,0.46488482,0.53511518,10.7665,12.393,"MR","13",0.53511518,1.6265,7,"objectdirected",5.7,"1"
"381","5","MR13","handtohand","yes",13.5,15.3,0.523095624,0.476904376,21.947,20.009,"MR","13",0.476904376,-1.938,6,"objectdirected",7.5,"1"
"382","6","MR13","handtohand","yes",13.1,14.5,0.487272727,0.512727273,22.78,23.97,"MR","13",0.512727273,1.19,NA,"objectdirected",NA,NA
"383","7","MR13","handtohand","yes",12.7,14.5,0.494,0.506,16.796,17.204,"MR","13",0.506,0.408000000000001,5,"objectdirected",7.7,"1"
"384","8","MR13","handtohand","",12.96666667,15,0.315642661,0.684357339,18.071,39.18045,"MR","13",0.684357339,21.10945,NA,"objectdirected",NA,NA
"385","10","MR13","handtohand","yes",13.1,14.8,0.441306267,0.558693733,8.5,10.761,"MR","13",0.558693733,2.261,NA,"objectdirected",NA,NA
"386","13","MR10","handtohand","yes",10.06666667,14,0.429761905,0.570238095,12.274,16.286,"MR","10",0.570238095,4.012,8,"objectdirected",2.06666667,"1"
"387","14","MR13","handtohand","yes",12.83333333,14,0.5,0.5,60,60,"MR","13",0.5,0,6,"objectdirected",6.83333333,"1"
"388","15","MR10","handtohand","yes",9.8,12.2,0.157411669,0.842588331,5.814,31.121,"MR","10",0.842588331,25.307,9,"objectdirected",0.800000000000001,"1"
"389","18","MR10","handtohand","yes",9.666666667,10.7,0.370714286,0.629285714,8.823,14.977,"MR","10",0.629285714,6.154,9,"objectdirected",0.666666666999999,"1"
"390","19","MR10","handtohand","yes",10.3,12.6,0.5,0.5,60,60,"MR","10",0.5,0,7,"objectdirected",3.3,"1"
"391","21","MR10","handtohand","yes",9.466666667,10.6,0.481642994,0.518357006,46.388,49.924,"MR","10",0.518357006,3.536,6.5,"objectdirected",2.966666667,"1"
"392","22","MR10","handtohand","yes",9.466666667,9.5,0.510416667,0.489583333,6.664,6.392,"MR","10",0.489583333,-0.271999999999999,8,"objectdirected",1.466666667,"1"
"393","23","MR13","handtohand","yes",12.73333333,12.7,0.381055489,0.618944511,24.99,40.591,"MR","13",0.618944511,15.601,7,"objectdirected",5.73333333,"1"
"394","25","MR13","handtohand","yes",12.56666667,12.6,0.603160667,0.396839333,11.679,7.684,"MR","13",0.396839333,-3.995,6,"objectdirected",6.56666667,"1"
"395","26","MR13","handtohand","yes",12.56666667,12.6,0.449341439,0.550658561,15.079,18.479,"MR","13",0.550658561,3.4,12.75,"objectdirected",-0.16666667,"1"
"396","27","MR13","handtohand","yes",13,13,0.476331361,0.523668639,10.948,12.036,"MR","13",0.523668639,1.088,5,"objectdirected",8,"1"
"397","28","MR10","handtohand","yes",10.26666667,12.7,0.352201258,0.647798742,7.616,14.008,"MR","10",0.647798742,6.392,8,"objectdirected",2.26666667,"1"
"398","29","MR10","handtohand","yes",9.8,9.8,0.407671722,0.592328278,7.769,11.288,"MR","10",0.592328278,3.519,6,"objectdirected",3.8,"1"
"399","30","MR10","handtohand","yes",9.566666667,10.5,0.308854385,0.691145615,12.512,27.999,"MR","10",0.691145615,15.487,NA,"objectdirected",NA,NA
"400","31","MR13","handtohand","no",13,13,0.309934563,0.690065437,8.857,19.72,"MR","13",0.690065437,10.863,8,"objectdirected",5,"0"
"401","32","MR13","handtohand","yes",13.4,13.4,0.642971795,0.357028205,47.668,26.469,"MR","13",0.357028205,-21.199,12,"objectdirected",1.4,"1"
"402","33","MR10","handtohand","yes",9.966666667,10,0.253170335,0.746829665,17.748,52.355,"MR","10",0.746829665,34.607,5,"objectdirected",4.966666667,"1"
"403","34","MR10","handtohand","yes",9.7,9.7,0.548733691,0.451266309,12.155,9.996,"MR","10",0.451266309,-2.159,8,"objectdirected",1.7,"1"
"404","35","MR10","handtohand","yes",10.06666667,10.1,0.522017045,0.477982955,12.495,11.441,"MR","10",0.477982955,-1.054,8,"objectdirected",2.06666667,"1"
"405","36","MR10","handtohand","yes",8.966666667,9.6,0.207333333,0.792666667,10.574,40.426,"MR","10",0.792666667,29.852,NA,"objectdirected",NA,NA
"406","37","MR13","handtohand","yes",12.86666667,12.9,0.241610738,0.758389262,7.344,23.052,"MR","13",0.758389262,15.708,11.27,"objectdirected",1.6,"1"
"407","38","MR13","handtohand","yes",12.66666667,14.5,0.420596728,0.579403272,14.858,20.468,"MR","13",0.579403272,5.61,4.5,"objectdirected",8.16666667,"1"
"408","39","MR10","handtohand","yes",9.933333333,9.9,0.466238693,0.533761307,39.945,45.73,"MR","10",0.533761307,5.785,4,"objectdirected",5.933333333,"1"
"409","40","MR10","handtohand","yes",9.866666667,9.9,0.557995495,0.442004505,16.847,13.345,"MR","10",0.442004505,-3.502,3.2,"objectdirected",6.66666667,"1"
"410","41","MR10","handtohand","yes",9.833333333,9.8,0.567712171,0.432287829,35.44,26.986,"MR","10",0.432287829,-8.454,8,"objectdirected",1.833333333,"1"
"411","42","MR13","handtohand","yes",12.66666667,12.7,0.552287582,0.447712418,25.857,20.961,"MR","13",0.447712418,-4.896,10.8,"objectdirected",1.866666667,"1"
"412","43","MR13","handtohand","yes",13.43333333,13.4,0.453084648,0.546915352,26.843,32.402,"MR","13",0.546915352,5.559,9,"objectdirected",4.43333333,"1"
"413","44","MR13","handtohand","yes",12.76666667,12.8,0.407035176,0.592964824,17.901,26.078,"MR","13",0.592964824,8.177,6,"objectdirected",6.76666667,"1"
"414","45","MR13","handtohand","yes",12.63333333,12.6,0.589928058,0.410071942,19.516,13.566,"MR","13",0.410071942,-5.95,4,"objectdirected",8.63333333,"1"
"415","46","MR13","handtohand","yes",12.86666667,12.9,0.189333333,0.810666667,7.242,31.008,"MR","13",0.810666667,23.766,6,"objectdirected",6.86666667,"1"
"416","47","MR13","handtohand","yes",12.53333333,12.5,0.484787018,0.515212982,8.126,8.636,"MR","13",0.515212982,0.51,10,"objectdirected",2.53333333,"1"
"417","48","MR10","handtohand","yes",10.33333333,10.4,0.416793121,0.583206879,28.016,39.202,"MR","10",0.583206879,11.186,7,"objectdirected",3.33333333,"1"
"418","49","MR13","handtohand","yes",12.86666667,12.9,0.178016726,0.821983274,5.066,23.392,"MR","13",0.821983274,18.326,4,"objectdirected",8.86666667,"1"
"419","50","MR10","handtohand","yes",10.2,10.8,0.239370079,0.760629921,5.168,16.422,"MR","10",0.760629921,11.254,5,"objectdirected",5.2,"1"
"420","51","MR13","handtohand","yes",12.66666667,12.9,0.43060355,0.56939645,25.67,33.944,"MR","13",0.56939645,8.274,5,"objectdirected",7.66666667,"1"
"421","52","MR10","handtohand","yes",9.533333333,9.5,0.609964413,0.390035587,14.569,9.316,"MR","10",0.390035587,-5.253,5.5,"objectdirected",4.0333,"1"
"422","53","MR13","handtohand","yes",13.06666667,13.1,0.558149919,0.441850081,60,47.498,"MR","13",0.441850081,-12.502,4,"objectdirected",9.06666667,"1"
"423","54","MR10","handtohand","yes",10.46666667,10.5,0.44750496,0.55249504,29.325,36.205,"MR","10",0.55249504,6.88,4,"objectdirected",6.46666667,"1"
"424","55","MR10","handtohand","yes",9.566666667,9.6,0.554878049,0.445121951,12.376,9.928,"MR","10",0.445121951,-2.448,3.5,"objectdirected",6.066666667,"1"
"425","56","MR10","handtohand","yes",10.3,10.3,0.445301543,0.554698457,10.795,13.447,"MR","10",0.554698457,2.652,4.5,"objectdirected",5.8,"1"
"426","57","MR10","handtohand","yes",10.4,10.3,0.690690691,0.309309309,19.55,8.755,"MR","10",0.309309309,-10.795,4.5,"objectdirected",5.9,"1"
"427","58","MR10","handtohand","yes",10.33333333,10.3,0.512152778,0.487847222,30.09,28.662,"MR","10",0.487847222,-1.428,7.5,"objectdirected",2.83333333,"1"
"428","59","MR10","handtohand","yes",9.866666667,9.9,0.645784996,0.354215004,14.195,7.786,"MR","10",0.354215004,-6.409,8.5,"objectdirected",1.366666667,"1"
"429","60","MR10","handtohand","yes",10.06666667,10.1,0.419681621,0.580318379,14.79,20.451,"MR","10",0.580318379,5.661,11.27,"objectdirected",-1.3,"1"
"430","61",NA,"handtohand","yes",NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"objectdirected",NA,NA
"431","62",NA,"handtohand","yes",NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"objectdirected",NA,NA
"432","63",NA,"handtohand","yes",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,7,"objectdirected",NA,NA
"433","64",NA,"handtohand","yes",NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,6,"objectdirected",NA,NA
"434","65",NA,"handtohand","yes",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,6,"objectdirected",NA,NA
"435","66",NA,"handtohand","yes",NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"objectdirected",NA,NA
"436","69","RISK10","handtohand","yes",10.2667,22.1,0.62819482,0.37180518,19.54,11.57,"RISK","10",0.62819482,7.97,NA,"objectdirected",NA,NA
"437","70","RISK10","handtohand","yes",10.3667,22.5,0.62828536,0.37171464,10.04,5.94,"RISK","10",0.62828536,4.1,9,"objectdirected",1.3667,"1"
"438","72","RISK10","handtohand","yes",10.5333,22.3,0.48476229,0.51523771,11.93,12.68,"RISK","10",0.48476229,-0.75,7.5,"objectdirected",3.0333,"1"
"439","73","RISK10","handtohand","yes",10.0667,21.2,0.56094151,0.43905849,24.07,18.84,"RISK","10",0.56094151,5.23,6,"objectdirected",4.0667,"1"
"440","74","RISK10","handtohand","yes",9.7667,20.9,0.67677913,0.32322087,23.87,11.4,"RISK","10",0.67677913,12.47,7,"objectdirected",2.7667,"1"
"441","77","RISK10","handtohand","yes",10.6333,22.6,0.52951144,0.47048856,9.38,8.33,"RISK","10",0.52951144,1.05,7,"objectdirected",3.6333,"1"
"442","78","RISK10","handtohand","yes",10.0667,20.3,0.39440449,0.60559551,22.49,34.53,"RISK","10",0.39440449,-12.04,NA,"objectdirected",NA,NA
"443","81","RISK10","handtohand","yes",10.2333,20.4,0.61828069,0.38171931,14.78,9.13,"RISK","10",0.61828069,5.65,11,"objectdirected",-0.7667,"0"
"444","82","RISK10","handtohand","yes",9.6,20.3,0.60326531,0.39673469,11.09,7.29,"RISK","10",0.60326531,3.8,8,"objectdirected",1.6,"1"
"445","87","RISK10","handtohand","yes",9.6333,20.2,0.75194565,0.24805435,30.44,10.04,"RISK","10",0.75194565,20.4,7,"objectdirected",2.6333,"1"
"446","88","RISK10","handtohand","yes",10.4667,20.5,0.55365517,0.44634483,20.07,16.18,"RISK","10",0.55365517,3.89,11,"objectdirected",-0.533300000000001,"0"
"447","91","RISK10","handtohand","yes",10.233,19.2,0.19541328,0.80458672,4.09,16.84,"RISK","10",0.19541328,-12.75,8.13,"objectdirected",2.103,"1"
"448","92","RISK10","handtohand","yes",10.0333,21.6,0.54316912,0.45683088,21.39,17.99,"RISK","10",0.54316912,3.4,7,"objectdirected",3.0333,"1"
"449","93","RISK10","handtohand","yes",10.3,19.2,0.54578474,0.45421526,14.28,11.88,"RISK","10",0.54578474,2.4,9.6,"objectdirected",0.700000000000001,"1"
"450","94","RISK10","handtohand","yes",9.7333,18,0.40696943,0.59303057,16.18,23.57,"RISK","10",0.40696943,-7.39,12,"objectdirected",-2.2667,"0"
"451","96","RISK10","handtohand","yes",10.4,22.7,0.40508744,0.59491256,6.37,9.36,"RISK","10",0.40508744,-2.99,5.5,"objectdirected",4.86666667,"1"
"452","97","RISK10","handtohand","yes",9.8333,18.8,0.53763099,0.46236901,42.33,36.4,"RISK","10",0.53763099,5.93,4,"objectdirected",5.8333,"1"
"453","98","RISK10","handtohand","yes",10.5667,18.9,0.66953077,0.33046923,60,29.62,"RISK","10",0.66953077,30.38,8,"objectdirected",2.5667,"1"
"454","100","RISK13","handtohand","yes",13.4,33.7,0.63946188,0.36053812,14.26,8.04,"RISK","13",0.63946188,6.22,6,"objectdirected",7.4,"1"
"455","103","RISK13","handtohand","yes",13.2,31.1,0.51927096,0.48072904,21.88,21.51,"RISK","13",0.51927096,0.369999999999997,10,"objectdirected",3.2,"1"
"456","104","RISK13","handtohand","yes",12.633,30.1,0.53881823,0.46118177,41.62,37.55,"RISK","13",0.53881823,4.07,6,"objectdirected",6.633,"1"
"457","105","RISK13","handtohand","yes",12.6,30.2,0.59842533,0.40157467,14.99,8.53,"RISK","13",0.59842533,6.46,2,"objectdirected",10.6,"1"
"458","110","RISK13","handtohand","yes",13.467,31.6,0.55009065,0.44990936,15.71,14.84,"RISK","13",0.55009065,0.870000000000001,9,"objectdirected",4.467,"1"
"459","111","RISK13","handtohand","yes",13.233,28.9,0.33967572,0.66032428,15.62,27.81,"RISK","13",0.33967572,-12.19,NA,"objectdirected",NA,NA
"460","112","RISK13","handtohand","yes",12.767,30.2,0.56444819,0.43555181,13.4,10.34,"RISK","13",0.56444819,3.06,6,"objectdirected",6.767,"1"
"461","113","RISK13","handtohand","yes",12.767,30.2,0.66573816,0.33426184,14.34,7.2,"RISK","13",0.66573816,7.14,3,"objectdirected",9.767,"1"
"462","115","RISK13","handtohand","yes",12.567,31.7,0.52432725,0.47567275,36.59,39.02,"RISK","13",0.52432725,-2.43,NA,"objectdirected",NA,NA
"463","116","RISK13","handtohand","yes",13.1,31.3,0.37291402,0.62708598,22.45,42.66,"RISK","13",0.37291402,-20.21,NA,"objectdirected",NA,NA
"464","117","RISK13","handtohand","yes",12.767,30.1,0.46805528,0.53194472,12.24,13.16,"RISK","13",0.46805528,-0.92,NA,"objectdirected",NA,NA
"465","122","RISK13","handtohand","yes",13.067,31,0.70845838,0.29154162,23.71,8.54,"RISK","13",0.70845838,15.17,7,"objectdirected",6.067,"1"
"466","123","RISK13","handtohand","yes",12.933,30,0.64370569,0.35629431,52.59,35.96,"RISK","13",0.64370569,16.63,3.5,"objectdirected",9.433,"1"
"467","125","RISK13","handtohand","yes",13.133,31.8,0.61721353,0.38278647,22.62,11.03,"RISK","13",0.61721353,11.59,5,"objectdirected",8.133,"1"
"468","127","RISK13","handtohand","yes",12.967,30.2,0.36904926,0.63095074,31.44,49.11,"RISK","13",0.36904926,-17.67,12,"objectdirected",0.967000000000001,"1"
"469","129","RISK13","handtohand","yes",12.633,32.2,0.38301045,0.61698955,14.91,24.36,"RISK","13",0.38301045,-9.45,6,"objectdirected",6.633,"1"
"470","130","RISK13","handtohand","yes",13,30.2,0.497116,0.502884,23.27,23.54,"RISK","13",0.497116,-0.27,6.5,"objectdirected",6.5,"1"
"471","1","MR10","strangerdanger","no",10.06666667,13.5,0.47197043,0.52802957,53.63,60,"MR","10",0.52802957,6.37,NA,"anxiety",NA,NA
"472","2","MR13","strangerdanger","no",12.93333333,17.5,0.4658405,0.5341595,52.326,60,"MR","13",0.5341595,7.674,NA,"anxiety",NA,NA
"473","3","MR10","strangerdanger","yes",10.06666667,13.2,0.814995563,0.185004437,31.229,7.089,"MR","10",0.185004437,-24.14,NA,"anxiety",NA,NA
"474","4","MR13","strangerdanger","no",12.7,13.8,0.46488482,0.53511518,10.7665,12.393,"MR","13",0.53511518,1.6265,NA,"anxiety",NA,NA
"475","5","MR13","strangerdanger","yes",13.5,15.3,0.523095624,0.476904376,21.947,20.009,"MR","13",0.476904376,-1.938,10,"anxiety",3.5,"1"
"476","6","MR13","strangerdanger","yes",13.1,14.5,0.487272727,0.512727273,22.78,23.97,"MR","13",0.512727273,1.19,11,"anxiety",2.1,"1"
"477","7","MR13","strangerdanger","no",12.7,14.5,0.494,0.506,16.796,17.204,"MR","13",0.506,0.408000000000001,NA,"anxiety",NA,NA
"478","8","MR13","strangerdanger","",12.96666667,15,0.315642661,0.684357339,18.071,39.18045,"MR","13",0.684357339,21.10945,NA,"anxiety",NA,NA
"479","10","MR13","strangerdanger","no",13.1,14.8,0.441306267,0.558693733,8.5,10.761,"MR","13",0.558693733,2.261,NA,"anxiety",NA,NA
"480","13","MR10","strangerdanger","no",10.06666667,14,0.429761905,0.570238095,12.274,16.286,"MR","10",0.570238095,4.012,NA,"anxiety",NA,NA
"481","14","MR13","strangerdanger","yes",12.83333333,14,0.5,0.5,60,60,"MR","13",0.5,0,10,"anxiety",2.83333333,"1"
"482","15","MR10","strangerdanger","yes",9.8,12.2,0.157411669,0.842588331,5.814,31.121,"MR","10",0.842588331,25.307,11,"anxiety",-1.2,"0"
"483","18","MR10","strangerdanger","no",9.666666667,10.7,0.370714286,0.629285714,8.823,14.977,"MR","10",0.629285714,6.154,NA,"anxiety",NA,NA
"484","19","MR10","strangerdanger","yes",10.3,12.6,0.5,0.5,60,60,"MR","10",0.5,0,10,"anxiety",0.300000000000001,"1"
"485","21","MR10","strangerdanger","yes",9.466666667,10.6,0.481642994,0.518357006,46.388,49.924,"MR","10",0.518357006,3.536,9,"anxiety",0.466666667,"1"
"486","22","MR10","strangerdanger","yes",9.466666667,9.5,0.510416667,0.489583333,6.664,6.392,"MR","10",0.489583333,-0.271999999999999,8,"anxiety",1.466666667,"1"
"487","23","MR13","strangerdanger","yes",12.73333333,12.7,0.381055489,0.618944511,24.99,40.591,"MR","13",0.618944511,15.601,3,"anxiety",9.73333333,"1"
"488","25","MR13","strangerdanger","yes",12.56666667,12.6,0.603160667,0.396839333,11.679,7.684,"MR","13",0.396839333,-3.995,10,"anxiety",2.56666667,"1"
"489","26","MR13","strangerdanger","yes",12.56666667,12.6,0.449341439,0.550658561,15.079,18.479,"MR","13",0.550658561,3.4,11,"anxiety",1.56666667,"1"
"490","27","MR13","strangerdanger","yes",13,13,0.476331361,0.523668639,10.948,12.036,"MR","13",0.523668639,1.088,9,"anxiety",4,"1"
"491","28","MR10","strangerdanger","yes",10.26666667,12.7,0.352201258,0.647798742,7.616,14.008,"MR","10",0.647798742,6.392,8,"anxiety",2.26666667,"1"
"492","29","MR10","strangerdanger","yes",9.8,9.8,0.407671722,0.592328278,7.769,11.288,"MR","10",0.592328278,3.519,6,"anxiety",3.8,"1"
"493","30","MR10","strangerdanger","yes",9.566666667,10.5,0.308854385,0.691145615,12.512,27.999,"MR","10",0.691145615,15.487,5,"anxiety",4.566666667,"1"
"494","31","MR13","strangerdanger","yes",13,13,0.309934563,0.690065437,8.857,19.72,"MR","13",0.690065437,10.863,11,"anxiety",2,"1"
"495","32","MR13","strangerdanger","yes",13.4,13.4,0.642971795,0.357028205,47.668,26.469,"MR","13",0.357028205,-21.199,10,"anxiety",3.4,"1"
"496","33","MR10","strangerdanger","no",9.966666667,10,0.253170335,0.746829665,17.748,52.355,"MR","10",0.746829665,34.607,7.5,"anxiety",2.466666667,"0"
"497","34","MR10","strangerdanger","yes",9.7,9.7,0.548733691,0.451266309,12.155,9.996,"MR","10",0.451266309,-2.159,9,"anxiety",0.699999999999999,"1"
"498","35","MR10","strangerdanger","no",10.06666667,10.1,0.522017045,0.477982955,12.495,11.441,"MR","10",0.477982955,-1.054,4.5,"anxiety",5.5667,"0"
"499","36","MR10","strangerdanger","yes",8.966666667,9.6,0.207333333,0.792666667,10.574,40.426,"MR","10",0.792666667,29.852,7,"anxiety",1.966666667,"1"
"500","37","MR13","strangerdanger","no",12.86666667,12.9,0.241610738,0.758389262,7.344,23.052,"MR","13",0.758389262,15.708,7.1,"anxiety",5.7667,"0"
"501","38","MR13","strangerdanger","no",12.66666667,14.5,0.420596728,0.579403272,14.858,20.468,"MR","13",0.579403272,5.61,NA,"anxiety",NA,NA
"502","39","MR10","strangerdanger","yes",9.933333333,9.9,0.466238693,0.533761307,39.945,45.73,"MR","10",0.533761307,5.785,9,"anxiety",0.933333333,"1"
"503","40","MR10","strangerdanger","no",9.866666667,9.9,0.557995495,0.442004505,16.847,13.345,"MR","10",0.442004505,-3.502,3.2,"anxiety",6.66666667,"0"
