RN,excluded_mr_risk,subject_ID,Study,date of survey,dob,age at survey,reaches_y.n,reaches,rolls_y.n,rolls,sits_y.n,sits,crawls_y.n,crawls,handtohand_y.n,handtohand,strangerdanger_y.n,strangerdanger,waves_y.n,waves,points_y.n,points,pullstand_y.n,pullstand,pincer_y.n,pincer,hiddensearch_y.n,hiddensearch,stands_y.n,stands,cruises_y.n,cruises,fearheights_y.n,fearheights,walks_y.n,walks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114152,0,22-PY,RISK,11/21/18,5/14/16,30.2,Yes,2.00,Yes,5.00,Yes,6.00,Yes,7.00,Yes,3.00,Yes,10.00,Yes,12.00,Yes,11.00,Yes,8.00,Yes,,Yes,,Yes,12.00,Yes,8.00,Yes,,Yes,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115623,0,26-YN,RISK,11/21/18,5/17/16,30.1,Yes,,Yes,4.00,Yes,6.00,Yes,9.00,Yes,,Yes,,Yes,,Yes,,Yes,10.00,Yes,,Yes,,Yes,12.00,Yes,12.00,NO,,Yes,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167703,0,32-LR,RISKr,11/21/18,4/23/17,18.9,Yes,4.00,Yes,4.00,Yes,7.00,Yes,9.00,Yes,8.00,Yes,8.00,Yes,11.00,,14.00,Yes,7.00,Yes,9.00,Yes,11.00,Yes,9.00,Yes,8.00,Yes,7.00,Yes,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128597,0,4-LV,RISKr,11/22/18,1/8/17,22.5,Yes,7.00,Yes,6.00,Yes,7.00,Yes,8.00,Yes,9.00,Yes,6.00,Yes,16.00,Yes,12.00,Yes,8.00,Yes,9.00,Yes,12.00,Yes,13.00,Yes,12.00,Yes,12.00,Yes,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129232,0,11-HH,RISKr,11/22/18,1/5/17,22.6,Yes,3.00,Yes,5.50,Yes,6.00,Yes,9.00,Yes,7.00,NO,,Yes,7.00,Yes,10.00,Yes,9.25,Yes,9.00,Yes,6.50,Yes,14.00,Yes,10.50,NO,,Yes,14.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113686,0,13-TR,RISK,11/23/18,4/21/16,31.1,Yes,8.00,Yes,6.00,Yes,8.00,Yes,8.00,Yes,10.00,NO,,Yes,8.00,Yes,14.00,Yes,10.00,Yes,14.00,Yes,18.00,Yes,11.00,Yes,10.00,NO,,Yes,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693698,0,38-IF,MR,11/26/18,2/7/18,9.6,Yes,6.00,Yes,4.00,Yes,5.50,Yes,8.00,Yes,,Yes,7.00,Yes,9.00,Yes,9.00,Yes,8.50,NO,,Yes,7.00,NO,,Yes,9.00,Yes,8.00,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424676,0,39-GS,MR,11/27/18,11/1/17,12.9,Yes,3.00,Yes,5.50,Yes,6.50,Yes,9.00,Yes,,NO,,Yes,10.00,Yes,11.00,Yes,10.50,Yes,8.00,Yes,8.00,Yes,12.00,Yes,11.00,Yes,12.00,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129804,0,6-TM,RISKr,11/27/18,1/18/17,22.3,Yes,4.50,Yes,4.07,Yes,5.00,Yes,6.50,Yes,7.50,Yes,9.00,Yes,10.00,Yes,7.50,Yes,6.20,Yes,7.00,Yes,8.00,Yes,4.43,Yes,8.00,Yes,8.00,Yes,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114400,0,14-RS,RISK,11/28/18,5/26/16,30.1,NO,1.00,Yes,1.00,Yes,6.00,Yes,10.00,Yes,6.00,Yes,6.00,Yes,8.00,Yes,6.00,Yes,11.00,Yes,12.00,Yes,10.00,Yes,12.00,Yes,12.00,Yes,12.00,Yes,13.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129959,0,3-DS,RISKr,11/28/18,1/26/17,22.1,Yes,,Yes,,Yes,6.00,Yes,9.00,Yes,,Yes,12.00,Yes,,Yes,,Yes,9.50,Yes,8.50,Yes,,Yes,,Yes,10.00,Yes,,Yes,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526035,0,42-BD,MR,11/29/18,2/3/18,9.9,Yes,several months now ,Yes,at a few months old ,Yes,several months now ,Yes,several months - since summer ,Yes,several months now,NO,,Yes,9.00,Yes,9.00,Yes,a few months ago,Yes,7.50,Yes,9.50,Yes,9.75,Yes,over the last few months,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558821,0,41-ZH,MR,11/29/18,2/1/18,9.9,Yes,4.00,Yes,3.00,Yes,6.00,NO,,Yes,4.00,Yes,9.00,NO,,NO,,NO,,Yes,8.00,Yes,9.00,Yes,10.00,Yes,10.00,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525927,0,44-MB,MR,11/30/18,11/10/17,12.7,Yes,5.00,Yes,6.00,Yes,7.00,Yes,7.00,Yes,,Yes,,Yes,9.00,Yes,11.00,Yes,10.00,Yes,,Yes,,Yes,11.00,Yes,11.00,NO,,Yes,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558928,0,43-MK,MR,11/30/18,2/5/18,9.8,Yes,6.00,Yes,5.00,Yes,6.00,Yes,8.00,Yes,8.00,Yes,9.00,Yes,9.00,NO,,Yes,8.00,Yes,8.00,NO,,NO,,NO,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128787,0,15-VO,RISKr,11/30/18,3/17/17,20.4,Yes,3.00,Yes,6.00,Yes,8.00,Yes,11.00,Yes,11.00,NO,,Yes,5.00,Yes,6.00,Yes,10.00,Yes,10.00,Yes,16.00,Yes,11.00,Yes,13.00,NO,,Yes,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425827,0,45-CK,MR,12/1/18,10/18/17,13.4,Yes,6.00,Yes,3.00,Yes,4.00,Yes,8.00,Yes,9.00,Yes,8.00,Yes,6.00,Yes,6.00,Yes,9.00,Yes,8.00,Yes,8.00,Yes,11.00,Yes,11.00,Yes,11.00,Yes,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525963,1,46-IW,MR,12/1/18,11/3/17,12.9,Yes,2.50,Yes,3.50,Yes,6.50,Yes,6.25,Yes,3.50,Yes,3.00,Yes,9.00,Yes,10.00,Yes,7.00,Yes,7.00,Yes,,Yes,10.50,Yes,7.50,Yes,,Yes,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163331,0,27-JH,RISKr,12/1/18,4/24/17,19.2,Yes,7.20,Yes,4.80,Yes,8.40,Yes,10.80,Yes,9.60,Yes,7.20,Yes,13.20,Yes,14.40,Yes,13.20,Yes,13.20,Yes,13.60,Yes,13.20,Yes,10.80,Yes,12.00,Yes,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185848,0,06-CV,MR,12/2/18,9/16/17,14.5,Yes,,Yes,4.10,Yes,7.10,Yes,9.00,Yes,,Yes,11.00,Yes,10.00,Yes,11.00,Yes,10.00,Yes,,Yes,,Yes,,Yes,10.00,Yes,,Yes,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201995,0,14-FT,MR,12/4/18,10/5/17,14.0,Yes,1.00,Yes,2.00,Yes,6.00,Yes,5.00,Yes,6.00,Yes,10.00,Yes,10.00,Yes,11.00,Yes,10.00,Yes,6.00,Yes,8.00,Yes,12.00,Yes,11.00,Yes,11.00,Yes,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525924,0,48-DS,MR,12/5/18,11/16/17,12.6,Yes,3.10,Yes,4.00,Yes,5.00,Yes,11.50,Yes,4.00,Yes,3.20,Yes,11.00,Yes,9.00,Yes,10.50,Yes,5.00,Yes,8.00,NO,,Yes,11.50,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562090,0,18-AG,MR,12/5/18,1/15/18,10.7,Yes,4.00,Yes,4.50,Yes,6.70,Yes,9.40,Yes,9.00,NO,,Yes,9.00,Yes,9.00,Yes,9.00,Yes,9.00,Yes,10.00,Yes,10.00,Yes,10.50,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115819,0,15-IRL,RISK,12/5/18,5/28/16,30.2,Yes,2.00,Yes,5.00,Yes,6.50,Yes,8.00,Yes,2.00,Yes,12.00,Yes,9.00,Yes,7.00,Yes,11.00,Yes,5.00,Yes,7.00,Yes,11.00,Yes,11.00,Yes,16.00,Yes,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524097,0,49-EH,MR,12/6/18,11/10/17,12.9,Yes,6.00,Yes,5.00,Yes,6.00,Yes,7.00,Yes,6.00,NO,,Yes,6.00,Yes,6.00,Yes,8.00,Yes,7.00,NO,,Yes,10.00,Yes,10.50,NO,,Yes,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131727,0,21-OD,RISKr,12/6/18,3/29/17,20.2,Yes,3.00,Yes,5.00,Yes,7.00,Yes,7.00,Yes,7.00,Yes,9.00,Yes,12.00,Yes,11.00,Yes,10.00,Yes,8.00,Yes,13.00,Yes,11.00,Yes,10.00,Yes,9.00,Yes,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524499,0,50-IR,MR,12/7/18,11/21/17,12.5,Yes,6.00,Yes,4.00,Yes,6.00,Yes,10.00,Yes,10.00,Yes,11.50,Yes,8.00,Yes,10.00,Yes,11.00,Yes,8.00,Yes,7.00,Yes,11.50,Yes,11.50,NO,,Yes,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558556,0,21-SW,MR,12/10/18,1/23/18,10.6,Yes,3.50,Yes,4.00,Yes,5.00,Yes,7.00,Yes,6.50,Yes,9.00,NO,,Yes,10.00,Yes,9.50,Yes,8.00,Yes,10.00,Yes,9.00,Yes,9.50,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112763,0,2-JC,RISK,12/10/18,4/21/16,31.6,Yes,2.00,Yes,3.50,Yes,5.00,Yes,7.50,Yes,9.00,NO,,Yes,9.00,Yes,10.00,Yes,10.00,Yes,7.00,Yes,13.00,Yes,11.00,Yes,10.00,NO,,Yes,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128876,0,12-LM,RISKr,12/10/18,3/30/17,20.3,Yes,,Yes,,Yes,7.00,Yes,10.00,Yes,,Yes,9.00,Yes,12.00,Yes,12.00,,,,,,,Yes,12.00,Yes,11.00,,,Yes,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114069,0,30-KS,RISK,12/11/18,5/10/16,31.0,Yes,5.50,Yes,3.00,Yes,5.00,Yes,7.00,Yes,7.00,Yes,11.00,Yes,7.00,Yes,,Yes,7.00,Yes,8.00,Yes,7.00,Yes,10.00,Yes,8.00,NO,,Yes,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
